order_id,order_date,customer_id,customer_email,product_category,quantity,unit_price,discount_pct,channel,country,experiment_group,date_missing,is_return,is_promo
ORD-007349,2024-06-24,,guest@lumenmail.com,Décor,1,83.32,0.0,Email,US,control,False,False,False
ORD-002642,2024-11-19,CUST-02942,cust-02942@lumenmail.com,Décor,7,416.05,0.1,Paid Search,CA,control,False,False,False
ORD-002866,2024-09-22,CUST-02347,cust-02347@lumenmail.com,Lighting,2,84.88,0.0,Paid Search,US,control,False,False,False
ORD-009558,2023-09-30,CUST-00929,cust-00929@lumenmail.com,Lighting,1,456.41,0.0,Social,UK,control,False,False,False
ORD-005007,2024-05-28,CUST-00042,cust-00042@lumenmail.com,Décor,3,80.26,0.0,Social,CA,variant,False,False,False
ORD-008544,2024-11-13,CUST-01900,cust-01900@lumenmail.com,Lighting,7,41.22,0.2,Paid Search,US,control,False,False,False
ORD-009210,2023-11-16,CUST-00885,cust-00885@lumenmail.com,Décor,1,561.76,0.0,Social,CA,,False,False,False
ORD-006007,2024-03-05,CUST-02372,cust-02372@lumenmail.com,Décor,1,284.58,0.0,Paid Search,US,variant,False,False,False
ORD-008529,2024-10-11,CUST-01087,cust-01087@lumenmail.com,Outdoor,1,37.25,0.05,Organic,US,variant,False,False,False
ORD-000831,2023-08-10,CUST-01978,cust-01978@lumenmail.com,Décor,1,185.37,0.05,Organic,CA,variant,False,False,False
ORD-003474,,CUST-00479,cust-00479@lumenmail.com,Lighting,1,164.75,0.0,Social,US,variant,True,False,False
ORD-007970,2024-05-08,CUST-02378,cust-02378@lumenmail.com,Furniture,2,175.84,0.05,Paid Search,US,variant,False,False,False
ORD-000386,2023-06-20,CUST-00475,cust-00475@lumenmail.com,Furniture,5,61.16,0.0,Paid Search,US,variant,False,False,False
ORD-008065,2024-08-07,CUST-02045,cust-02045@lumenmail.com,Lighting,1,190.42,0.0,Paid Search,UK,,False,False,False
ORD-004203,2023-07-07,CUST-01229,cust-01229@lumenmail.com,Lighting,1,69.71,0.0,Organic,US,,False,False,False
ORD-004490,2024-09-01,CUST-02293,cust-02293@lumenmail.com,Décor,1,114.0,0.0,Social,US,control,False,False,False
ORD-003372,2023-11-27,CUST-01140,cust-01140@lumenmail.com,Accessories,2,82.56,0.0,Paid Search,US,,False,False,False
ORD-004560,2023-11-15,CUST-01725,cust-01725@lumenmail.com,Outdoor,1,47.43,0.0,Email,US,variant,False,False,False
ORD-000125,2023-09-29,CUST-02891,cust-02891@lumenmail.com,Lighting,5,22.88,0.15,Paid Search,AU,variant,False,False,False
ORD-007104,2024-06-14,CUST-01486,cust-01486@lumenmail.com,Décor,1,55.37,0.05,Social,US,,False,False,False
ORD-003300,2024-09-08,CUST-01076,cust-01076@lumenmail.com,Lighting,2,54.64,0.1,Email,UK,control,False,False,False
ORD-008905,2024-03-05,CUST-01228,cust-01228@lumenmail.com,Lighting,1,64.26,0.0,Social,CA,,False,False,False
ORD-001607,2024-07-10,CUST-00521,cust-00521@lumenmail.com,Furniture,1,166.54,0.05,Social,US,control,False,False,False
ORD-007864,2024-01-21,CUST-00271,cust-00271@lumenmail.com,Lighting,1,86.68,0.15,Email,US,variant,False,False,False
ORD-006176,2024-11-03,CUST-02573,cust-02573@lumenmail.com,Lighting,1,494.14,0.05,Paid Search,US,control,False,False,False
ORD-009052,2024-10-12,CUST-00205,cust-00205@lumenmail.com,Lighting,1,16.7,0.0,Paid Search,AU,,False,False,False
ORD-006608,2024-03-06,CUST-00654,cust-00654@lumenmail.com,Décor,3,61.0,0.0,Paid Search,CA,variant,False,False,False
ORD-001981,2024-04-12,CUST-00970,cust-00970@lumenmail.com,Furniture,1,94.93,0.2,Email,CA,,False,False,False
ORD-009236,2024-05-01,CUST-01085,cust-01085@lumenmail.com,Lighting,1,138.63,0.05,Paid Search,US,,False,False,False
ORD-002235,2024-01-15,CUST-02421,cust-02421@lumenmail.com,Furniture,2,94.61,0.1,Social,US,,False,False,False
ORD-003663,2023-11-02,CUST-00323,cust-00323@lumenmail.com,Décor,3,266.11,0.1,Email,US,control,False,False,False
ORD-006504,2024-12-11,CUST-01342,cust-01342@lumenmail.com,Furniture,4,37.39,0.05,Email,US,,False,False,False
ORD-000900,2024-04-10,CUST-00976,cust-00976@lumenmail.com,Lighting,1,21.62,0.0,Social,US,variant,False,False,False
ORD-004676,2023-10-16,,guest@lumenmail.com,Décor,1,36.12,0.0,,US,variant,False,False,False
ORD-009048,2024-04-11,CUST-02938,cust-02938@lumenmail.com,Lighting,1,53.58,0.0,Paid Search,CA,variant,False,False,False
ORD-005477,2023-09-13,CUST-01294,cust-01294@lumenmail.com,Lighting,1,71.38,0.0,Email,US,control,False,False,False
ORD-005898,2024-11-29,CUST-01170,cust-01170@lumenmail.com,Lighting,1,42.72,0.15,Paid Search,UK,variant,False,False,False
ORD-007032,2024-06-29,CUST-02293,cust-02293@lumenmail.com,Outdoor,2,111.35,0.0,Email,US,variant,False,False,False
ORD-006797,2024-08-07,CUST-00306,cust-00306@lumenmail.com,Lighting,2,35.08,0.1,Email,CA,variant,False,False,False
ORD-001384,2023-10-17,CUST-02759,cust-02759@lumenmail.com,Lighting,4,181.0,0.2,Paid Search,US,,False,False,False
ORD-002620,2023-11-07,CUST-00648,cust-00648@lumenmail.com,Décor,2,18.83,0.1,Email,US,control,False,False,False
ORD-002401,2024-10-02,CUST-02787,cust-02787@lumenmail.com,Furniture,1,57.85,0.0,Paid Search,UK,control,False,False,False
ORD-002096,2024-03-05,CUST-00877,cust-00877@lumenmail.com,Décor,1,86.89,0.0,Social,UK,control,False,False,False
ORD-003694,2024-11-04,CUST-01107,cust-01107@lumenmail.com,Lighting,2,33.34,0.0,Paid Search,US,control,False,False,False
ORD-003395,2024-02-06,CUST-00494,cust-00494@lumenmail.com,Lighting,2,77.33,0.0,Paid Search,CA,,False,False,False
ORD-007660,2023-07-16,CUST-00669,cust-00669@lumenmail.com,Décor,1,185.87,0.0,Social,US,variant,False,False,False
ORD-006918,2023-09-30,CUST-01107,cust-01107@lumenmail.com,Outdoor,1,54.47,0.0,Paid Search,CA,control,False,False,False
ORD-003878,2023-10-21,CUST-02268,cust-02268@lumenmail.com,Lighting,1,25.45,0.2,Paid Search,US,variant,False,False,False
ORD-009590,2024-12-05,CUST-00927,cust-00927@lumenmail.com,Décor,2,187.97,0.1,Email,US,variant,False,False,False
ORD-006456,2024-02-29,CUST-02497,cust-02497@lumenmail.com,Lighting,-2,310.16,0.0,Email,US,,False,True,False
ORD-004486,2024-06-27,CUST-02307,cust-02307@lumenmail.com,Décor,-2,25.43,0.05,Paid Search,ZZ,,False,True,False
ORD-007968,2023-09-02,CUST-01959,cust-01959@lumenmail.com,Lighting,2,51.98,0.05,Social,US,control,False,False,False
ORD-003153,2023-10-24,CUST-01116,cust-01116@lumenmail.com,Accessories,1,270.66,0.0,Email,CA,variant,False,False,False
ORD-003377,2024-01-10,CUST-01992,cust-01992@lumenmail.com,Furniture,1,0.0,0.0,Social,US,,False,False,True
ORD-004841,2023-07-27,CUST-01539,cust-01539@lumenmail.com,Lighting,1,28.15,0.1,Email,US,,False,False,False
ORD-006767,2023-08-26,CUST-01251,cust-01251@lumenmail.com,Décor,1,18.52,0.1,Organic,ZZ,,False,False,False
ORD-000728,2023-07-26,CUST-00968,cust-00968@lumenmail.com,Accessories,1,131.25,0.15,Organic,US,,False,False,False
ORD-009469,2024-10-13,CUST-00527,cust-00527@lumenmail.com,Décor,1,700.25,0.0,Social,US,,False,False,False
ORD-001550,2024-03-27,CUST-01565,cust-01565@lumenmail.com,Décor,2,48.92,0.0,Email,UK,variant,False,False,False
ORD-009071,2023-07-20,CUST-02688,cust-02688@lumenmail.com,Décor,1,77.3,0.05,Email,US,control,False,False,False
ORD-004381,2023-11-19,CUST-01665,cust-01665@lumenmail.com,Décor,2,279.23,0.0,Paid Search,US,,False,False,False
ORD-007888,2023-10-29,CUST-02664,cust-02664@lumenmail.com,Furniture,1,27.29,0.05,Email,US,,False,False,False
ORD-004609,2024-12-27,CUST-00182,cust-00182@lumenmail.com,Outdoor,2,147.96,0.05,Email,CA,,False,False,False
ORD-005862,2024-12-27,CUST-00944,cust-00944@lumenmail.com,Lighting,2,27.35,0.05,Organic,UK,,False,False,False
ORD-004226,2024-04-28,CUST-02430,cust-02430@lumenmail.com,Outdoor,1,652.02,0.0,Social,ZZ,variant,False,False,False
ORD-001468,2024-11-03,CUST-00618,cust-00618@lumenmail.com,Décor,2,75.55,0.0,Email,CA,control,False,False,False
ORD-003544,2024-12-18,CUST-00166,cust-00166@lumenmail.com,Outdoor,-3,157.9,0.2,Organic,US,,False,True,False
ORD-004855,2024-10-14,CUST-02615,cust-02615@lumenmail.com,Accessories,2,124.5,0.0,Email,CA,variant,False,False,False
ORD-004865,2024-05-13,CUST-01753,cust-01753@lumenmail.com,Furniture,3,37.43,0.0,Paid Search,US,,False,False,False
ORD-006263,2024-04-22,CUST-00073,cust-00073@lumenmail.com,Décor,1,6.68,0.2,Email,US,variant,False,False,False
ORD-006736,2023-09-15,CUST-00433,cust-00433@lumenmail.com,Décor,1,7.39,0.0,Email,CA,,False,False,False
ORD-000128,2023-08-27,CUST-00736,cust-00736@lumenmail.com,Lighting,2,55.16,0.05,Email,AU,,False,False,False
ORD-003179,2023-12-11,,guest@lumenmail.com,Furniture,6,96.05,0.15,Email,US,variant,False,False,False
ORD-000450,2024-03-14,CUST-02543,cust-02543@lumenmail.com,Accessories,2,57.3,0.2,,US,variant,False,False,False
ORD-008466,2023-10-27,CUST-01631,cust-01631@lumenmail.com,Lighting,4,77.29,0.0,Social,US,,False,False,False
ORD-006544,2024-06-16,CUST-01582,cust-01582@lumenmail.com,Lighting,1,167.86,0.0,Paid Search,AU,,False,False,False
ORD-003805,2024-03-02,CUST-00797,cust-00797@lumenmail.com,Décor,1,30.49,0.15,Email,US,variant,False,False,False
ORD-005829,2024-09-11,,guest@lumenmail.com,Lighting,2,73.15,0.05,Social,UK,,False,False,False
ORD-006372,2023-07-05,CUST-02958,cust-02958@lumenmail.com,Lighting,2,95.55,0.0,Social,US,variant,False,False,False
ORD-001753,2024-07-23,CUST-02306,cust-02306@lumenmail.com,Outdoor,3,21.87,0.05,Email,US,variant,False,False,False
ORD-002615,2024-02-12,CUST-01135,cust-01135@lumenmail.com,Décor,2,79.55,0.0,Organic,AU,,False,False,False
ORD-008515,2024-04-01,CUST-02373,cust-02373@lumenmail.com,Lighting,1,365.43,0.0,Social,AU,control,False,False,False
ORD-000293,2023-12-23,CUST-02953,cust-02953@lumenmail.com,Furniture,1,98.42,0.15,Email,US,control,False,False,False
ORD-000350,2024-05-19,CUST-01690,cust-01690@lumenmail.com,Lighting,1,65.14,0.0,Email,UK,control,False,False,False
ORD-004313,2024-08-22,CUST-00321,cust-00321@lumenmail.com,Lighting,-3,140.61,0.1,Email,UK,,False,True,False
ORD-000704,2024-08-13,CUST-01987,cust-01987@lumenmail.com,Furniture,1,20.87,0.15,Organic,US,variant,False,False,False
ORD-005369,2023-12-30,CUST-02096,cust-02096@lumenmail.com,Lighting,3,30.89,0.05,Email,US,,False,False,False
ORD-003133,2024-01-14,CUST-02350,cust-02350@lumenmail.com,Outdoor,2,39.05,0.1,Organic,US,variant,False,False,False
ORD-008137,2023-07-07,CUST-00271,cust-00271@lumenmail.com,Outdoor,1,31.86,0.1,Paid Search,US,variant,False,False,False
ORD-007215,2023-12-31,CUST-01010,cust-01010@lumenmail.com,Furniture,3,373.25,0.0,Organic,US,variant,False,False,False
ORD-008104,2024-09-01,CUST-01498,cust-01498@lumenmail.com,Outdoor,5,26.64,0.25,Organic,CA,control,False,False,False
ORD-008403,2024-04-06,CUST-01444,cust-01444@lumenmail.com,Lighting,2,275.13,0.0,Organic,CA,,False,False,False
ORD-004292,2024-06-19,CUST-01016,cust-01016@lumenmail.com,Furniture,1,199.21,0.15,Paid Search,US,variant,False,False,False
ORD-007596,2024-06-11,CUST-01958,cust-01958@lumenmail.com,Outdoor,1,313.31,0.0,Paid Search,US,control,False,False,False
ORD-000517,2024-08-31,CUST-01100,cust-01100@lumenmail.com,Furniture,1,329.68,0.0,Paid Search,US,variant,False,False,False
ORD-003482,2024-03-09,CUST-02439,cust-02439@lumenmail.com,Décor,1,319.4,0.0,Email,CA,variant,False,False,False
ORD-003535,2024-07-28,CUST-02842,cust-02842@lumenmail.com,Accessories,3,191.12,0.1,Organic,UK,variant,False,False,False
ORD-005456,2023-12-07,CUST-01252,cust-01252@lumenmail.com,Furniture,1,316.02,0.0,Social,US,,False,False,False
ORD-003922,2024-12-04,CUST-02144,cust-02144@lumenmail.com,Accessories,-1,8.38,0.1,Email,US,,False,True,False
ORD-003329,2024-06-14,CUST-00996,cust-00996@lumenmail.com,Lighting,2,182.58,0.0,Paid Search,CA,variant,False,False,False
ORD-004538,2024-06-22,CUST-00735,cust-00735@lumenmail.com,Lighting,1,81.0,0.05,Organic,CA,variant,False,False,False
ORD-007516,2023-12-13,CUST-02563,cust-02563@lumenmail.com,Lighting,1,137.5,0.25,Email,US,variant,False,False,False
ORD-000549,2023-08-13,CUST-01491,cust-01491@lumenmail.com,Décor,2,168.73,0.05,Paid Search,US,variant,False,False,False
ORD-005345,2023-11-04,CUST-01995,cust-01995@lumenmail.com,Outdoor,6,147.51,0.0,Paid Search,US,,False,False,False
ORD-006302,2024-11-29,CUST-01791,cust-01791@lumenmail.com,Décor,2,24.58,0.05,Paid Search,US,variant,False,False,False
ORD-003435,2024-01-30,CUST-02719,cust-02719@lumenmail.com,Lighting,2,690.98,0.0,Paid Search,CA,variant,False,False,False
ORD-004888,2024-10-29,CUST-02954,cust-02954@lumenmail.com,Accessories,4,41.74,0.2,Paid Search,US,variant,False,False,False
ORD-002779,2023-12-05,CUST-00943,cust-00943@lumenmail.com,Furniture,3,170.33,0.0,Paid Search,US,variant,False,False,False
ORD-003243,,CUST-02316,cust-02316@lumenmail.com,Lighting,1,32.58,0.15,Email,US,control,True,False,False
ORD-008684,2024-07-25,CUST-01449,cust-01449@lumenmail.com,Lighting,6,36.71,0.05,Organic,UK,,False,False,False
ORD-005991,2024-06-17,CUST-00432,cust-00432@lumenmail.com,Accessories,6,29.21,0.2,Email,CA,,False,False,False
ORD-002846,2024-11-07,CUST-00869,cust-00869@lumenmail.com,Furniture,3,349.62,0.0,Organic,US,variant,False,False,False
ORD-001221,2023-06-07,CUST-02572,cust-02572@lumenmail.com,Outdoor,5,179.48,0.25,Email,US,variant,False,False,False
ORD-009543,2024-05-19,CUST-00174,cust-00174@lumenmail.com,Décor,1,15.93,0.0,Social,US,,False,False,False
ORD-004539,2023-08-19,CUST-00348,cust-00348@lumenmail.com,Lighting,1,314.36,0.05,Email,UK,,False,False,False
ORD-006092,2024-05-27,CUST-02459,cust-02459@lumenmail.com,Lighting,1,8.38,0.05,Paid Search,US,variant,False,False,False
ORD-001114,2024-06-07,CUST-02292,cust-02292@lumenmail.com,Décor,1,88.39,0.05,Organic,US,,False,False,False
ORD-006570,2023-08-30,,guest@lumenmail.com,Lighting,1,68.76,0.1,Email,CA,,False,False,False
ORD-004413,2024-08-29,CUST-00966,cust-00966@lumenmail.com,Lighting,2,789.73,0.0,Organic,CA,control,False,False,False
ORD-007917,2024-10-31,CUST-00738,cust-00738@lumenmail.com,Lighting,2,222.11,0.0,Paid Search,US,,False,False,False
ORD-009068,2023-06-12,CUST-01881,cust-01881@lumenmail.com,Lighting,1,25.5,0.2,Paid Search,US,control,False,False,False
ORD-006037,2024-10-01,CUST-02577,cust-02577@lumenmail.com,Outdoor,1,623.77,0.0,Paid Search,US,control,False,False,False
ORD-004238,2024-07-03,CUST-00634,cust-00634@lumenmail.com,Accessories,5,48.27,0.05,Social,US,,False,False,False
ORD-004907,2024-08-22,CUST-00952,cust-00952@lumenmail.com,Accessories,1,47.24,0.1,Social,US,,False,False,False
ORD-002029,2023-08-12,CUST-00565,cust-00565@lumenmail.com,Décor,1,91.63,0.0,Organic,US,variant,False,False,False
ORD-002539,2023-10-31,,guest@lumenmail.com,Outdoor,1,24.02,0.0,Paid Search,US,control,False,False,False
ORD-007775,2024-02-01,CUST-02478,cust-02478@lumenmail.com,Lighting,1,301.56,0.1,Email,US,,False,False,False
ORD-008109,,CUST-00945,cust-00945@lumenmail.com,Accessories,1,31.58,0.0,Email,US,control,True,False,False
ORD-006206,2023-08-23,CUST-00348,cust-00348@lumenmail.com,Furniture,7,41.08,0.0,Paid Search,US,variant,False,False,False
ORD-007735,2023-09-09,CUST-00614,cust-00614@lumenmail.com,Outdoor,1,338.68,0.1,Organic,US,control,False,False,False
ORD-003702,2024-04-27,CUST-01568,cust-01568@lumenmail.com,Lighting,1,12.58,0.0,Paid Search,CA,control,False,False,False
ORD-003589,2024-01-24,CUST-00746,cust-00746@lumenmail.com,Lighting,1,46.78,0.05,Organic,US,variant,False,False,False
ORD-003419,2024-03-23,CUST-01408,cust-01408@lumenmail.com,Outdoor,1,170.87,0.1,Organic,AU,variant,False,False,False
ORD-005071,2024-04-18,CUST-02274,cust-02274@lumenmail.com,Décor,1,26.62,0.1,Organic,US,variant,False,False,False
ORD-007778,2024-05-09,CUST-02171,cust-02171@lumenmail.com,Décor,3,40.45,0.0,Paid Search,US,variant,False,False,False
ORD-008436,,CUST-02741,cust-02741@lumenmail.com,Décor,1,92.78,0.0,Paid Search,UK,,True,False,False
ORD-001472,2024-08-29,CUST-01087,cust-01087@lumenmail.com,Furniture,1,7.68,0.1,Social,CA,,False,False,False
ORD-005701,2023-09-27,CUST-00099,cust-00099@lumenmail.com,Accessories,7,545.7,0.0,Paid Search,US,control,False,False,False
ORD-004806,2024-01-20,CUST-00045,cust-00045@lumenmail.com,Décor,-1,14.68,0.0,Paid Search,US,control,False,True,False
ORD-004097,2024-02-17,CUST-02722,cust-02722@lumenmail.com,Lighting,1,282.53,0.0,Paid Search,UK,,False,False,False
ORD-007625,2024-09-27,CUST-00774,cust-00774@lumenmail.com,Décor,2,71.79,0.0,Organic,US,,False,False,False
ORD-007106,2024-08-14,CUST-00926,cust-00926@lumenmail.com,Furniture,2,82.3,0.1,,US,variant,False,False,False
ORD-003731,2024-01-14,CUST-00910,cust-00910@lumenmail.com,Furniture,1,25.71,0.0,Email,US,control,False,False,False
