order_id,order_date,customer_id,customer_email,product_category,quantity,unit_price,discount_pct,channel,country,experiment_group,date_missing,is_return,is_promo
ORD-004702,2024-03-11,CUST-00336,cust-00336@lumenmail.com,Lighting,5,167.94,0.0,Organic,US,,False,False,False
ORD-002347,2024-08-24,CUST-00955,cust-00955@lumenmail.com,Décor,1,170.73,0.15,Organic,CA,control,False,False,False
ORD-008501,2024-06-02,CUST-00869,cust-00869@lumenmail.com,Furniture,1,92.56,0.0,Paid Search,CA,variant,False,False,False
ORD-000108,2023-11-12,CUST-02486,cust-02486@lumenmail.com,Lighting,2,9.01,0.0,Email,CA,,False,False,False
ORD-002809,2024-07-01,CUST-00557,cust-00557@lumenmail.com,Lighting,1,42.3,0.0,Paid Search,ZZ,control,False,False,False
ORD-003153,2023-11-09,CUST-01649,cust-01649@lumenmail.com,Lighting,2,8.98,0.1,Paid Search,UK,variant,False,False,False
ORD-008875,2023-12-12,CUST-02010,cust-02010@lumenmail.com,Outdoor,1,141.01,0.05,Paid Search,US,control,False,False,False
ORD-003430,2023-10-26,CUST-02506,cust-02506@lumenmail.com,Furniture,2,177.7,0.05,Paid Search,US,control,False,False,False
ORD-005633,2023-07-24,CUST-02973,cust-02973@lumenmail.com,Outdoor,3,76.51,0.0,Email,CA,,False,False,False
ORD-002433,2023-11-11,CUST-01428,cust-01428@lumenmail.com,Décor,-5,28.66,0.05,Social,US,control,False,True,False
ORD-009558,2024-10-29,CUST-02791,cust-02791@lumenmail.com,Outdoor,1,367.63,0.0,Organic,UK,,False,False,False
ORD-003926,2024-07-03,CUST-01687,cust-01687@lumenmail.com,Lighting,2,53.6,0.0,Social,US,,False,False,False
ORD-005493,2024-03-25,CUST-02399,cust-02399@lumenmail.com,Outdoor,1,46.49,0.1,Email,US,variant,False,False,False
ORD-009582,2024-05-10,CUST-01966,cust-01966@lumenmail.com,Lighting,1,177.33,0.0,Email,US,variant,False,False,False
ORD-005888,2024-02-20,CUST-01158,cust-01158@lumenmail.com,Outdoor,3,166.4,0.0,Paid Search,US,variant,False,False,False
ORD-007433,2024-01-02,CUST-01995,cust-01995@lumenmail.com,Décor,2,81.38,0.0,Paid Search,UK,,False,False,False
ORD-007371,2024-02-12,CUST-00176,cust-00176@lumenmail.com,Accessories,2,39.55,0.1,Email,US,variant,False,False,False
ORD-007379,2024-12-17,CUST-01420,cust-01420@lumenmail.com,Lighting,2,38.32,0.05,Paid Search,UK,control,False,False,False
ORD-005455,2023-12-21,CUST-02496,cust-02496@lumenmail.com,Lighting,2,44.65,0.0,Email,US,,False,False,False
ORD-006670,2024-02-09,CUST-02194,cust-02194@lumenmail.com,Furniture,2,385.58,0.15,Paid Search,US,,False,False,False
ORD-007334,2024-06-18,CUST-00302,cust-00302@lumenmail.com,Décor,5,21.24,0.0,Email,US,control,False,False,False
ORD-004695,2024-05-15,CUST-02885,cust-02885@lumenmail.com,Lighting,3,47.99,0.0,Paid Search,UK,variant,False,False,False
ORD-001247,2023-07-05,CUST-01614,cust-01614@lumenmail.com,Accessories,1,79.99,0.0,Email,UK,control,False,False,False
ORD-007547,2023-12-02,CUST-00756,cust-00756@lumenmail.com,Furniture,1,77.43,0.0,Organic,US,control,False,False,False
ORD-003912,2023-07-08,CUST-00407,cust-00407@lumenmail.com,Furniture,3,35.49,0.0,Organic,US,,False,False,False
ORD-004807,2024-11-22,CUST-01843,cust-01843@lumenmail.com,Furniture,1,30.24,0.0,Email,US,variant,False,False,False
ORD-002648,2023-06-11,CUST-01927,cust-01927@lumenmail.com,Décor,2,338.7,0.25,Paid Search,US,control,False,False,False
ORD-004261,2023-10-04,CUST-02072,cust-02072@lumenmail.com,Décor,2,8.19,0.05,Social,US,control,False,False,False
ORD-005752,2023-10-04,CUST-00699,cust-00699@lumenmail.com,Lighting,1,182.41,0.05,Email,US,,False,False,False
ORD-006627,2023-08-26,CUST-00717,cust-00717@lumenmail.com,Accessories,1,297.59,0.05,Paid Search,US,variant,False,False,False
ORD-000368,2024-01-19,CUST-01379,cust-01379@lumenmail.com,Furniture,2,40.02,0.0,Social,CA,variant,False,False,False
ORD-001652,2024-04-04,CUST-02645,cust-02645@lumenmail.com,Lighting,1,97.16,0.05,Email,US,,False,False,False
ORD-008879,2024-02-14,CUST-00689,cust-00689@lumenmail.com,Furniture,3,49.48,0.1,Paid Search,US,,False,False,False
ORD-005511,2024-03-18,CUST-01959,cust-01959@lumenmail.com,Décor,1,775.07,0.15,Email,US,control,False,False,False
ORD-002841,2023-07-26,CUST-01804,cust-01804@lumenmail.com,Accessories,4,31.1,0.2,Organic,UK,control,False,False,False
ORD-004840,2024-02-13,CUST-00382,cust-00382@lumenmail.com,Furniture,3,45.36,0.2,Email,CA,variant,False,False,False
ORD-008872,2024-09-02,CUST-01025,cust-01025@lumenmail.com,Outdoor,1,188.97,0.0,Organic,CA,control,False,False,False
ORD-008296,2023-09-17,CUST-02690,cust-02690@lumenmail.com,Accessories,1,92.85,0.2,Organic,CA,variant,False,False,False
ORD-004827,2024-07-20,CUST-00254,cust-00254@lumenmail.com,Furniture,3,0.0,0.0,Paid Search,US,,False,False,True
ORD-001002,2024-02-07,CUST-01982,cust-01982@lumenmail.com,Furniture,1,159.08,0.0,Social,US,variant,False,False,False
ORD-002943,2024-04-15,CUST-00428,cust-00428@lumenmail.com,Décor,1,194.01,0.0,Social,US,control,False,False,False
ORD-002944,2023-03-12,CUST-02973,cust-02973@lumenmail.com,Lighting,2,799.87,0.0,Social,US,control,False,False,False
ORD-008979,2023-09-10,CUST-01301,cust-01301@lumenmail.com,Décor,2,75.18,0.05,Social,UK,control,False,False,False
ORD-005073,2023-11-25,CUST-00258,cust-00258@lumenmail.com,Décor,1,20.2,0.0,Email,UK,,False,False,False
ORD-000449,2023-07-27,CUST-00166,cust-00166@lumenmail.com,Lighting,3,605.9,0.05,Organic,US,,False,False,False
ORD-001979,2024-02-12,CUST-01274,cust-01274@lumenmail.com,Furniture,3,27.72,0.0,Email,US,control,False,False,False
ORD-003647,2024-08-12,CUST-00060,cust-00060@lumenmail.com,Lighting,3,62.18,0.15,Organic,UK,variant,False,False,False
ORD-005561,2024-08-21,CUST-02882,cust-02882@lumenmail.com,Lighting,-2,110.17,0.05,Paid Search,CA,,False,True,False
ORD-007103,2023-06-21,CUST-01280,cust-01280@lumenmail.com,Lighting,1,11.66,0.0,Paid Search,CA,variant,False,False,False
ORD-005123,2024-09-02,CUST-02159,cust-02159@lumenmail.com,Décor,1,6.92,0.2,Organic,US,,False,False,False
ORD-005613,2024-06-28,CUST-02109,cust-02109@lumenmail.com,Accessories,2,125.11,0.05,Email,US,,False,False,False
ORD-005723,2023-06-16,CUST-00935,cust-00935@lumenmail.com,Lighting,1,42.59,0.05,Paid Search,CA,,False,False,False
ORD-000156,2024-09-22,CUST-02558,cust-02558@lumenmail.com,Outdoor,3,783.7,0.1,Paid Search,UK,,False,False,False
ORD-009036,2023-08-31,CUST-00806,cust-00806@lumenmail.com,Furniture,3,20.6,0.0,Paid Search,US,variant,False,False,False
ORD-008314,2024-02-29,CUST-01990,cust-01990@lumenmail.com,Lighting,1,647.48,0.0,Email,US,control,False,False,False
ORD-004284,2023-07-24,CUST-01666,cust-01666@lumenmail.com,Accessories,1,16.68,0.0,Paid Search,CA,control,False,False,False
ORD-002350,2024-02-20,CUST-02090,cust-02090@lumenmail.com,Outdoor,1,31.89,0.05,Paid Search,US,variant,False,False,False
ORD-005975,2024-08-22,CUST-02932,cust-02932@lumenmail.com,Furniture,5,51.16,0.1,Organic,US,variant,False,False,False
ORD-007859,2024-10-02,CUST-00439,cust-00439@lumenmail.com,Lighting,2,631.33,0.05,Paid Search,US,,False,False,False
ORD-001411,2024-10-12,CUST-01226,cust-01226@lumenmail.com,Lighting,1,16.94,0.05,Paid Search,US,,False,False,False
ORD-006453,2024-01-16,CUST-02782,cust-02782@lumenmail.com,Lighting,3,396.57,0.0,Social,US,control,False,False,False
ORD-005143,2024-05-01,CUST-00114,cust-00114@lumenmail.com,Accessories,6,153.87,0.2,Paid Search,US,variant,False,False,False
ORD-005320,2024-07-10,CUST-02914,cust-02914@lumenmail.com,Lighting,2,184.75,0.0,Social,US,variant,False,False,False
ORD-009370,2024-08-03,CUST-02770,cust-02770@lumenmail.com,Lighting,2,83.41,0.2,Paid Search,AU,control,False,False,False
ORD-007902,2024-08-30,CUST-01305,cust-01305@lumenmail.com,Furniture,1,53.7,0.05,Organic,US,,False,False,False
ORD-004364,2023-04-08,,guest@lumenmail.com,Décor,1,337.4,0.05,Email,US,variant,False,False,False
ORD-003669,2024-11-07,CUST-01494,cust-01494@lumenmail.com,Furniture,1,747.03,0.0,Paid Search,UK,variant,False,False,False
ORD-006758,2023-06-28,CUST-00916,cust-00916@lumenmail.com,Décor,4,197.55,0.0,Paid Search,US,,False,False,False
ORD-009355,2024-08-28,CUST-00758,cust-00758@lumenmail.com,Décor,1,41.26,0.0,Email,US,control,False,False,False
ORD-002408,2023-11-12,CUST-02515,cust-02515@lumenmail.com,Décor,1,36.97,0.15,Paid Search,ZZ,,False,False,False
ORD-002321,2024-12-04,CUST-00536,cust-00536@lumenmail.com,Décor,1,191.26,0.1,Paid Search,US,control,False,False,False
ORD-004243,2024-12-20,CUST-01335,cust-01335@lumenmail.com,Lighting,2,297.61,0.1,Paid Search,US,variant,False,False,False
ORD-005591,2024-12-09,CUST-02929,cust-02929@lumenmail.com,Accessories,2,565.87,0.05,Paid Search,CA,variant,False,False,False
ORD-005264,2024-11-10,CUST-00116,cust-00116@lumenmail.com,Lighting,4,55.32,0.1,Organic,CA,variant,False,False,False
ORD-007498,2024-06-12,CUST-00480,cust-00480@lumenmail.com,Décor,1,13.16,0.1,Paid Search,US,control,False,False,False
ORD-000016,2024-08-09,CUST-02538,cust-02538@lumenmail.com,Accessories,1,332.36,0.0,Social,CA,,False,False,False
ORD-006970,2024-08-24,CUST-01762,cust-01762@lumenmail.com,Furniture,3,346.63,0.0,Paid Search,US,control,False,False,False
ORD-000712,2024-12-06,CUST-00589,cust-00589@lumenmail.com,Décor,3,195.62,0.05,Paid Search,US,control,False,False,False
ORD-000297,2024-07-18,CUST-02800,cust-02800@lumenmail.com,Lighting,3,106.8,0.1,Paid Search,US,,False,False,False
ORD-002513,2023-10-11,CUST-02002,cust-02002@lumenmail.com,Décor,1,77.34,0.1,Paid Search,US,,False,False,False
ORD-009393,2024-12-01,CUST-00048,cust-00048@lumenmail.com,Décor,3,30.2,0.25,Email,UK,control,False,False,False
ORD-008082,2023-12-08,CUST-00180,cust-00180@lumenmail.com,Outdoor,1,35.18,0.05,Email,AU,control,False,False,False
ORD-004320,2024-07-23,CUST-02748,cust-02748@lumenmail.com,Lighting,2,33.7,0.15,Email,US,,False,False,False
ORD-007602,2024-10-31,CUST-02791,cust-02791@lumenmail.com,Lighting,6,140.77,0.2,Email,UK,,False,False,False
ORD-003156,2023-10-30,CUST-01813,cust-01813@lumenmail.com,Outdoor,1,30.32,0.05,Organic,UK,variant,False,False,False
ORD-000092,2024-04-19,CUST-00687,cust-00687@lumenmail.com,Furniture,2,549.29,0.0,Paid Search,US,variant,False,False,False
ORD-009315,2024-01-31,CUST-00438,cust-00438@lumenmail.com,Lighting,5,172.89,0.1,Paid Search,UK,control,False,False,False
ORD-003366,2024-06-26,CUST-00471,cust-00471@lumenmail.com,Lighting,2,63.03,0.1,Social,US,variant,False,False,False
ORD-002123,2024-11-07,CUST-02146,cust-02146@lumenmail.com,Lighting,1,10.26,0.0,,AU,variant,False,False,False
ORD-007397,2024-11-15,CUST-02800,cust-02800@lumenmail.com,Furniture,5,98.43,0.05,Social,US,control,False,False,False
ORD-009253,2023-06-15,CUST-01710,cust-01710@lumenmail.com,Lighting,5,0.0,0.0,Organic,US,control,False,False,True
ORD-005685,2024-09-20,CUST-01085,cust-01085@lumenmail.com,Furniture,2,33.36,0.1,Paid Search,UK,,False,False,False
ORD-001726,2024-05-16,CUST-01082,cust-01082@lumenmail.com,Décor,1,195.27,0.2,Paid Search,US,,False,False,False
ORD-007209,2024-07-11,CUST-02488,cust-02488@lumenmail.com,Lighting,1,35.93,0.05,Paid Search,UK,variant,False,False,False
ORD-001734,2023-11-06,,guest@lumenmail.com,Décor,3,195.0,0.0,Paid Search,US,variant,False,False,False
ORD-009545,2024-08-22,CUST-00621,cust-00621@lumenmail.com,Furniture,1,725.8,0.0,Email,CA,control,False,False,False
ORD-001531,2023-03-08,CUST-00455,cust-00455@lumenmail.com,Décor,1,98.66,0.05,Email,CA,,False,False,False
ORD-006346,2023-09-11,CUST-01847,cust-01847@lumenmail.com,Décor,4,23.6,0.0,Organic,US,variant,False,False,False
ORD-003025,2024-07-25,CUST-01851,cust-01851@lumenmail.com,Décor,1,184.58,0.0,Paid Search,US,variant,False,False,False
ORD-003540,2023-12-20,CUST-00125,cust-00125@lumenmail.com,Furniture,3,75.04,0.0,Paid Search,US,control,False,False,False
ORD-006700,2024-12-10,CUST-02350,cust-02350@lumenmail.com,Lighting,1,59.12,0.0,Email,US,control,False,False,False
ORD-009510,2024-12-30,CUST-01456,cust-01456@lumenmail.com,Lighting,1,360.4,0.0,Paid Search,AU,variant,False,False,False
ORD-003613,2024-10-29,,guest@lumenmail.com,Outdoor,4,80.29,0.25,Organic,US,,False,False,False
ORD-005784,2024-05-19,CUST-00049,cust-00049@lumenmail.com,Décor,1,106.93,0.05,Paid Search,US,variant,False,False,False
ORD-004081,2024-12-22,CUST-00083,cust-00083@lumenmail.com,Lighting,1,19.61,0.25,,UK,,False,False,False
ORD-002490,2024-07-11,CUST-02698,cust-02698@lumenmail.com,Décor,2,37.29,0.2,Organic,UK,control,False,False,False
ORD-003013,2023-12-10,CUST-01112,cust-01112@lumenmail.com,Furniture,3,57.3,0.1,Organic,US,variant,False,False,False
ORD-007311,2023-10-08,CUST-01579,cust-01579@lumenmail.com,Décor,1,79.33,0.05,Email,US,control,False,False,False
ORD-002927,2024-05-16,CUST-01702,cust-01702@lumenmail.com,Furniture,3,95.31,0.05,Email,US,,False,False,False
ORD-002600,2023-12-07,CUST-00098,cust-00098@lumenmail.com,Décor,2,151.19,0.1,Social,US,,False,False,False
ORD-009382,2024-10-26,CUST-01968,cust-01968@lumenmail.com,Lighting,2,121.34,0.2,Email,US,,False,False,False
ORD-001738,2024-12-22,CUST-00057,cust-00057@lumenmail.com,Décor,1,165.89,0.2,Paid Search,US,,False,False,False
ORD-002947,2024-11-13,CUST-01966,cust-01966@lumenmail.com,Lighting,1,11.05,0.05,Social,ZZ,variant,False,False,False
ORD-000953,2024-11-18,CUST-02134,cust-02134@lumenmail.com,Accessories,1,53.79,0.15,Paid Search,UK,,False,False,False
ORD-002260,2023-09-26,CUST-02706,cust-02706@lumenmail.com,Lighting,4,363.79,0.2,Email,US,control,False,False,False
ORD-006643,2023-06-11,CUST-01000,cust-01000@lumenmail.com,Lighting,2,19.51,0.0,Paid Search,UK,,False,False,False
ORD-007542,2024-11-11,CUST-01815,cust-01815@lumenmail.com,Décor,2,260.68,0.0,Organic,UK,control,False,False,False
ORD-002207,2023-09-10,CUST-00376,cust-00376@lumenmail.com,Furniture,1,29.5,0.0,Email,US,control,False,False,False
ORD-000914,2024-03-02,CUST-01771,cust-01771@lumenmail.com,Décor,1,80.15,0.05,Email,US,,False,False,False
ORD-001772,2024-05-07,CUST-02107,cust-02107@lumenmail.com,Décor,2,197.55,0.15,Organic,US,variant,False,False,False
ORD-001935,2024-06-17,CUST-02870,cust-02870@lumenmail.com,Lighting,3,52.09,0.05,Paid Search,US,variant,False,False,False
ORD-001322,2023-12-16,CUST-02872,cust-02872@lumenmail.com,Lighting,2,69.13,0.0,Paid Search,US,variant,False,False,False
ORD-008580,2024-09-27,,guest@lumenmail.com,Furniture,3,76.22,0.05,Paid Search,US,variant,False,False,False
ORD-009369,2023-09-19,CUST-02745,cust-02745@lumenmail.com,Décor,1,148.03,0.0,Paid Search,UK,control,False,False,False
ORD-001080,2023-06-18,CUST-02454,cust-02454@lumenmail.com,Décor,1,6.33,0.25,Email,US,variant,False,False,False
ORD-005771,2023-08-01,CUST-00159,cust-00159@lumenmail.com,Lighting,2,52.04,0.05,Paid Search,US,variant,False,False,False
ORD-000540,2023-06-07,CUST-02896,cust-02896@lumenmail.com,Lighting,2,352.34,0.0,Organic,US,,False,False,False
ORD-003488,2023-12-27,CUST-02614,cust-02614@lumenmail.com,Furniture,1,279.31,0.0,Paid Search,US,,False,False,False
ORD-005677,2023-08-08,CUST-02737,cust-02737@lumenmail.com,Furniture,3,50.76,0.15,Paid Search,US,,False,False,False
ORD-003176,2023-06-06,CUST-00812,cust-00812@lumenmail.com,Lighting,1,394.57,0.1,Email,UK,variant,False,False,False
ORD-002902,2024-05-16,CUST-02973,cust-02973@lumenmail.com,Lighting,1,71.56,0.0,Email,US,control,False,False,False
ORD-008567,2024-06-29,CUST-00068,cust-00068@lumenmail.com,Outdoor,7,126.23,0.05,Organic,US,,False,False,False
ORD-002474,2024-04-13,CUST-02236,cust-02236@lumenmail.com,Outdoor,2,10.9,0.0,Paid Search,US,control,False,False,False
ORD-006776,2024-04-02,CUST-02384,cust-02384@lumenmail.com,Décor,2,91.54,0.0,Social,CA,,False,False,False
ORD-002353,2024-04-12,CUST-02697,cust-02697@lumenmail.com,Furniture,2,35.26,0.15,Organic,AU,variant,False,False,False
ORD-001212,2023-10-10,CUST-00972,cust-00972@lumenmail.com,Furniture,2,181.91,0.1,Organic,US,,False,False,False
ORD-006735,2023-06-14,CUST-02940,cust-02940@lumenmail.com,Décor,1,83.79,0.1,Paid Search,UK,control,False,False,False
ORD-000850,2023-06-27,CUST-00879,cust-00879@lumenmail.com,Outdoor,3,205.43,0.1,Paid Search,UK,variant,False,False,False
ORD-005199,,CUST-01956,cust-01956@lumenmail.com,Lighting,2,181.55,0.25,Social,US,control,True,False,False
ORD-008965,2024-09-14,CUST-02510,cust-02510@lumenmail.com,Furniture,3,151.63,0.0,Organic,US,,False,False,False
ORD-007310,,CUST-01268,cust-01268@lumenmail.com,Lighting,3,74.12,0.0,Email,US,control,True,False,False
ORD-002836,2023-11-06,CUST-00418,cust-00418@lumenmail.com,Accessories,2,31.13,0.0,Paid Search,US,variant,False,False,False
ORD-006774,2023-10-22,CUST-01818,cust-01818@lumenmail.com,Décor,4,191.69,0.0,Paid Search,AU,,False,False,False
ORD-006113,2024-12-10,CUST-02398,cust-02398@lumenmail.com,Décor,1,179.24,0.1,Paid Search,US,variant,False,False,False
ORD-001246,2024-03-17,CUST-00553,cust-00553@lumenmail.com,Décor,2,25.36,0.0,Paid Search,AU,,False,False,False
ORD-005860,2024-06-02,CUST-00292,cust-00292@lumenmail.com,Furniture,4,119.71,0.0,Social,US,,False,False,False
ORD-007657,2024-04-21,CUST-00834,cust-00834@lumenmail.com,Outdoor,1,92.99,0.05,Email,AU,control,False,False,False
ORD-000882,2024-11-08,CUST-00904,cust-00904@lumenmail.com,Accessories,1,193.88,0.05,Paid Search,CA,control,False,False,False
ORD-002249,2023-08-10,CUST-02428,cust-02428@lumenmail.com,Outdoor,1,25.49,0.05,Social,CA,control,False,False,False
ORD-005407,2023-06-23,CUST-02767,cust-02767@lumenmail.com,Accessories,2,21.89,0.0,Paid Search,US,,False,False,False
ORD-002184,2023-12-10,CUST-00621,cust-00621@lumenmail.com,Furniture,1,200.72,0.0,,CA,,False,False,False
ORD-006063,2023-10-27,CUST-00772,cust-00772@lumenmail.com,Accessories,3,152.19,0.0,Paid Search,ZZ,control,False,False,False
